#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cpacific" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cpacific" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cpacific">
#                <taxonset id="TaxonSet.cpacific" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cpacific" name="distribution" x="@birthRate.t:cpacific">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="gamma_shapePrior_CTMC" name="distribution">
#            <parameter id="gamma_shape_s" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="EastPolynesian.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="EastPolynesian" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hawaiian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Maori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Marquesan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mangareva" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rarotongan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tuamotu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="SouthIslandMaori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="TahitianModern" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="RapanuiEasterIsland" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="mean">1000.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="sigma">100.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="NewZealand.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="NewZealand" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="Maori"/>
#                <taxon idref="SouthIslandMaori"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr" offset="704.0">
#                <parameter estimate="false" id="RealParameter.05" name="M">90.0</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" upper="5.0">0.8</parameter>
#            </LogNormal>
#        </distribution>
#        <prior id="ucldStdevPrior.c:cpacific" name="distribution">
#            <parameter id="ucldStdev.c:cpacific" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.07" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.08" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <prior id="MeanRatePrior.c:cpacific" name="distribution">
#            <parameter id="ucldMean.c:cpacific" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="treeLikelihood.cpacific" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:cpacific">
#            <data ascertained="true" data="@cpacific" excludeto="1" filter="::" id="bin.cpacific" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:cpacific" shape="@gamma_shape_s" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="proportionInvariant.s:cpacific" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:cpacific" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:cpacific" lower="0.0" name="rates">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:cpacific" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:cpacific" lower="0.0" name="frequencies" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:cpacific" id="RelaxedClock.c:cpacific" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:cpacific">
#                <LogNormal S="@ucldStdev.c:cpacific" id="LogNormalDistributionModel.c:cpacific" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.09" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="38" id="rateCategories.c:cpacific" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cpacific	TreeHeight.t:cpacific	gamma_shape_s	YuleModel.t:cpacific	birthRate.t:cpacific	freqParameter.s:cpacific1	freqParameter.s:cpacific2	logP(mrca(NewZealand))	mrcatime(NewZealand)	logP(mrca(EastPolynesian))	mrcatime(EastPolynesian)	ucldMean.c:cpacific	ucldStdev.c:cpacific	rate.c:cpacific.mean	rate.c:cpacific.variance	rate.c:cpacific.coefficientOfVariation	
7140000	-8580.79109528942	-8406.921009335012	-173.8700859544075	-8406.921009335012	4134.982185788251	0.9983850523474517	-160.45176280151986	5.415425877445216E-4	0.9393756248214051	0.060624375178595535	-4.732317383225136	725.4175973858055	-5.743214632890926	1066.1975700004407	5.726594965599709E-5	0.7916968197322228	3.2243876211790464E-5	9.163786924473682E-10	0.7553509471658402	
7150000	-8580.062817737366	-8410.476220574254	-169.58659716311135	-8410.476220574254	3529.187807148833	0.924487325662689	-156.15157476261265	7.926081456106488E-4	0.9419164223434723	0.058083577656528364	-4.981015318106577	720.4757541709878	-5.693116633936363	941.8608712236589	5.9400728088348584E-5	0.7580796269688006	4.131528012396647E-5	1.7951901368570326E-9	0.8331387756572532	
7160000	-8594.914425085108	-8418.786173443863	-176.12825164124484	-8418.786173443863	4005.8804889841094	1.0080398404601862	-162.0540871513901	0.0012187309023706456	0.9375209855554323	0.06247901444456837	-4.685528080083455	755.8114453451951	-6.4559608269211815	1136.5175525511952	6.135789297563998E-5	0.7855230283007095	4.2559726615617945E-5	2.0458206122930517E-9	0.8611103043016878	
7170000	-8584.535472167176	-8412.595759239115	-171.9397129280605	-8412.595759239115	3409.068088547359	0.835413828959447	-158.3210706011219	5.248049171740324E-4	0.9547552874373498	0.04524471256265087	-5.1175455620634445	784.4725402008308	-5.707836048333466	1060.6180384276333	3.348048605935747E-5	0.7958990610908974	2.9433766431575473E-5	8.677830862745622E-10	0.8045031414313105	
7180000	-8590.025400678818	-8419.051105705974	-170.97429497284514	-8419.051105705974	4145.042883150354	0.835413828959447	-157.7529948356784	5.316783174552816E-4	0.9531119230583011	0.046888076941699615	-5.164335760354559	718.2548943080926	-5.555744422115927	974.8461919689432	3.630873154359136E-5	0.7055539161314058	3.255609788763287E-5	7.686820787674635E-10	0.7110983753814809	
7190000	-8585.441257979728	-8410.776293089122	-174.66496489060637	-8410.776293089122	4154.500565608253	0.8184277247586927	-159.93914697585947	5.826383452669484E-4	0.9546764418307152	0.045323558169285516	-6.140927526159583	847.21030917499	-6.017738967295035	1099.3609830972168	2.7823822314297145E-5	0.7309923799126761	2.6890968289241673E-5	5.442370013419249E-10	0.7328333119887162	
7200000	-8589.764212464144	-8415.470366853737	-174.29384561040837	-8415.470366853737	5335.897128815066	0.8411770355769436	-161.1138157071451	5.658874558656452E-4	0.9562520813489	0.04374791865110072	-4.604312052184428	730.8460559370714	-5.910741890042128	1087.9355640056244	2.591964590130621E-5	0.7541742312676298	2.151854676350838E-5	5.662227263114401E-10	0.8561612350330788	
7210000	-8582.663561544656	-8410.049271938566	-172.61428960608956	-8410.049271938566	3807.11952161686	0.8411770355769436	-159.98047085842404	4.4297152313714136E-4	0.9463880827282181	0.053611917271782654	-4.574716388949494	733.470892318257	-5.643668418668249	1048.8998362932812	4.298522658063842E-5	0.6776788026240914	3.550825034929559E-5	1.1504436511309608E-9	0.819597705046522	
7220000	-8587.064491063255	-8420.586600052138	-166.4778910111158	-8420.586600052138	2855.2525743902706	0.9235543386445676	-153.88914359694112	7.728553859060538E-4	0.9486321424757459	0.05136785752425482	-4.556461775195281	737.3376339551464	-5.531757849760088	1012.3686139622218	4.625390749672865E-5	0.6785026345617456	4.347371356545829E-5	1.8910116725615346E-9	0.8553883730048483	
7230000	-8583.45943036441	-8417.091633847243	-166.36779651716694	-8417.091633847243	2515.7347870498247	0.84980872864255	-153.54381147735626	6.882830832633948E-4	0.9472777351794197	0.052722264820580976	-4.556747170888141	737.1674183489969	-5.570624968602207	969.4987707102016	4.926165225336475E-5	0.7613052363379216	3.953481039030244E-5	1.8578831024425367E-9	0.8740644867260379	
7240000	-8581.843470374413	-8412.703682847017	-169.13978752739695	-8412.703682847017	2759.359498791002	0.8735834532289595	-155.66132079464415	8.169362189302752E-4	0.9467928468490246	0.05320715315097604	-4.635117432632462	751.4100268369722	-6.030669191992299	1100.6539092931353	4.5591337056516125E-5	0.7900379508230504	3.7657161012449666E-5	2.0095056801133587E-9	0.8808223728195204	
7250000	-8589.0240203214	-8422.976908823237	-166.04711149816285	-8422.976908823237	2084.8433680970893	0.8735834532289595	-152.24413468866516	0.0013767002809927501	0.9435411000302201	0.056458899969780534	-4.956193985962008	720.8397303365882	-5.558082925910047	973.933083528241	5.79243479635065E-5	0.9410711652559848	5.189529135762735E-5	3.169546567534113E-9	0.9638961639823608	
7260000	-8588.597252867832	-8418.060152189712	-170.5371006781198	-8418.060152189712	2653.1525384755473	0.8919759182755288	-157.3055096118302	4.379610781192132E-4	0.9425804889872517	0.05741951101274901	-4.779404957673036	762.8524434880121	-5.766820570052924	1069.6723547556935	4.183651529635362E-5	0.744767724080032	4.4832638553773226E-5	1.3558695660252838E-9	0.7922972568985273	
7270000	-8584.28708830323	-8414.109580484079	-170.17750781915043	-8414.109580484079	2235.3918891533544	0.9599655659393213	-155.83076086986634	8.966521369745649E-4	0.9445109106436397	0.055489089356360974	-4.647187979292025	752.5305481711715	-6.507232680725283	1140.222962565517	4.0180784590886765E-5	0.882562855842541	4.385273897928783E-5	2.666223733534437E-9	1.0838536527236706	
7280000	-8581.560276730213	-8413.096777978426	-168.46349875178763	-8413.096777978426	2453.4629039641854	1.012583565229661	-155.2729835282358	0.0010618965872517046	0.93792702756059	0.06207297243941072	-4.568652319797135	734.2827203798186	-5.531881580130763	1012.4682484238963	4.270403381675457E-5	0.8334497431900362	4.373528837077609E-5	2.1684241351444267E-9	0.9141501890550027	
7290000	-8581.807219832494	-8410.390160557285	-171.4170592752089	-8410.390160557285	2589.968837709765	0.9786263616116138	-155.27948767758315	7.505911120209312E-4	0.9373976701857029	0.06260232981429781	-4.916097202090484	771.9720371355637	-7.739369544216212	1210.4880436045453	4.229521094044893E-5	0.9695708723805733	4.115593639717738E-5	3.0320236118618514E-9	1.086986487498823	
7300000	-8595.166494810219	-8429.385167555773	-165.78132725444715	-8429.385167555773	1926.9125176575228	0.9930149734501723	-151.87639788467192	8.333793477550405E-4	0.9372724544525166	0.06272754554748404	-4.589213994751676	746.4031309364248	-5.609907511803918	958.5756611130234	5.712313300838016E-5	1.0375870599195012	5.3246933274972316E-5	4.7544889311331446E-9	1.1088117899920038	
7310000	-8584.28678469251	-8411.814533450726	-172.47225124178343	-8411.814533450726	3723.3915982287476	1.0171012183650499	-158.26533942136135	6.635804128175575E-4	0.9389688567445893	0.06103114325541137	-5.119065717706454	784.5648442962508	-5.705097573581543	1060.1645833341806	4.022047899257431E-5	0.9251743801456985	4.151317173127424E-5	2.8913096837015967E-9	1.033922519795305	
7320000	-8588.736426761267	-8418.89161827156	-169.84480848970645	-8418.89161827156	3022.1609312617593	0.8159861823805934	-156.34121138380743	8.947655223808582E-4	0.9389688567445893	0.06103114325541137	-4.557515569665698	736.7975191801446	-5.7931101902877815	1073.3486838457266	5.399852078194342E-5	0.9159837019406328	4.707131192757334E-5	1.92389523097132E-9	0.761099191111167	
7330000	-8588.233060733508	-8415.865190079618	-172.36787065389103	-8415.865190079618	3140.1482735810555	0.955066908694844	-158.55509159141465	7.776540040367646E-4	0.9376176999977545	0.06238230000224624	-5.372404930431978	716.3952160585196	-5.783208558046341	1071.986087385491	4.3745991236910155E-5	0.7166663557104992	4.105940467109763E-5	1.299207298817354E-9	0.7915367785171971	
7340000	-8586.130542218505	-8414.131212585075	-171.99932963343048	-8414.131212585075	3122.2336556286127	0.8296210721030407	-157.97881601543259	6.300388085590909E-4	0.9408686302016126	0.05913136979838814	-4.687846859632058	755.9994975711193	-6.650606301339007	1150.0998056058863	3.445407690456698E-5	0.7630539210491676	3.492121350602137E-5	1.6153425758521105E-9	0.9686090972908691	
7350000	-8580.221803150936	-8406.794476048832	-173.42732710210515	-8406.794476048832	2612.4886280089	0.8881926644062372	-158.25327476670986	0.0010021149468369493	0.9436449797254955	0.0563550202745052	-4.590326280836738	731.9102208854592	-7.6663731090021905	1206.9910331299125	3.526279590667724E-5	0.8182615471968689	3.729602915251374E-5	1.2053362738724808E-9	0.9008134706007596	
7360000	-8591.759050094313	-8415.661757436532	-176.09729265778225	-8415.661757436532	3527.519104374623	0.947311208927296	-161.66119158520772	6.049175007413828E-4	0.9436449797254955	0.0563550202745052	-4.947779188420495	773.9875622062813	-6.800009525419618	1159.7435949405706	2.8894318764688322E-5	0.728615730023662	2.9462866959147887E-5	5.567390490508483E-10	0.7441810305272952	
7370000	-8590.157948360182	-8417.432660816925	-172.72528754325734	-8417.432660816925	3566.2235803574795	0.947311208927296	-159.6489866180595	6.653128889716352E-4	0.9436449797254955	0.0563550202745052	-4.623311615205347	750.2563485319096	-5.537808457476307	983.4472127522025	3.1251546299567835E-5	0.7990352738209024	3.430375434852784E-5	1.3094763630398648E-9	0.8391305146136451	
7380000	-8591.025835292628	-8410.972698131458	-180.0531371611708	-8410.972698131458	5060.483745540075	0.7659386229799979	-163.5592311379352	4.3381546269380216E-4	0.9452541413369856	0.054745858663015144	-5.199476393189065	789.4250989625667	-8.512425960908859	1244.4715624245935	2.6615744098357815E-5	0.8141468641126381	2.8428131543765077E-5	7.552880734596991E-10	0.8596343312013799	
7390000	-8582.610635090245	-8409.681103992381	-172.92953109786365	-8409.681103992381	3756.027781462616	0.7659386229799979	-159.89950364862548	6.505540504068603E-4	0.9447508037567094	0.05524919624329131	-4.562358882494578	741.8181971472027	-5.580853924354495	966.3116622073067	2.9866135887809382E-5	0.8471809275383858	3.0370320588372562E-5	1.2601069146262193E-9	0.9043889192082722	
7400000	-8601.661703215213	-8421.597298506214	-180.06440470899884	-8421.597298506214	5510.432971825042	0.8024585848615723	-164.39966695077794	5.286881336938281E-4	0.9387222814511619	0.06127771854883882	-4.605147130101281	748.3286756533629	-8.216895352625345	1232.068379295094	3.279533977196426E-5	0.8217447511146606	2.924375381366167E-5	1.2353553954057476E-9	0.8714948809332459	
7410000	-8598.55936217092	-8424.287020365007	-174.27234180591302	-8424.287020365007	2975.88115069217	0.8024585848615723	-159.79231232142885	5.381414377234963E-4	0.9387222814511619	0.06127771854883882	-5.63309496628098	815.5193203219941	-6.075101540274254	1104.9755039122451	3.825406076850414E-5	0.7995063159316647	3.5627859617831794E-5	1.1539247915746108E-9	0.8083563088939533	
7420000	-8588.689857105042	-8420.18690652781	-168.5029505772335	-8420.18690652781	2498.1684023403145	0.8024585848615723	-155.43822880619894	7.111789299939148E-4	0.9370399608590506	0.06296003914095007	-4.590152980796936	746.5253179231797	-5.733788114079513	1064.7579176451418	5.0595467574513686E-5	0.7897960004531881	4.396042504827726E-5	2.473529319173035E-9	0.9326509636189549	
7430000	-8599.039426126372	-8425.652499804784	-173.38692632158782	-8425.652499804784	2665.2780549825466	0.8510456079395025	-156.82583622597065	8.442439768146931E-4	0.9370399608590506	0.06296003914095007	-5.38094209138517	800.3163813645382	-8.06264678408993	1225.3236811743127	4.3439411886548165E-5	0.8934316126960284	4.442769337759511E-5	3.580821761362418E-9	1.1763026540612085	
7440000	-8585.590845179746	-8414.41160233498	-171.1792428447659	-8414.41160233498	2290.7362484741	0.8447421581966402	-156.75311117517205	6.9077016173528E-4	0.9370399608590506	0.06296003914095007	-4.929632248872128	721.2513119923744	-6.540750474163579	1142.5932505394849	3.539984147756162E-5	0.8440606554180504	4.091993928395206E-5	2.1624340173115427E-9	0.8803246364233723	
7450000	-8584.964208067282	-8413.002930995826	-171.96127707145504	-8413.002930995826	2710.226032222819	0.7894420994502076	-157.27900807374795	0.0010169368046375107	0.949822499039739	0.050177500960261676	-4.902061784386924	771.070308213003	-6.927793511753272	1167.5520690746914	3.7966988367152724E-5	0.8289023507045472	3.404589582198584E-5	2.364476725601501E-9	1.0431841784352818	
7460000	-8596.803837230664	-8422.894322582892	-173.90951464777135	-8422.894322582892	2516.8002069839954	0.8645781137466432	-156.97280553692568	5.531154556693126E-4	0.9419246644323812	0.05807533556761962	-5.129939093950622	718.6201673300268	-9.156220165792245	1269.5222234473247	4.084380084119305E-5	0.7424765700731538	3.766664302122885E-5	1.4963332826306412E-9	0.850760084425265	
7470000	-8582.67894682968	-8409.009993403639	-173.66895342603974	-8409.009993403639	3571.821876983711	0.8620152916977559	-159.7813387331979	6.406783208200218E-4	0.9448796476795541	0.05512035232044671	-4.55768328442902	740.284518103245	-6.979862490936021	1170.6314022531174	3.4676415360301185E-5	0.6516454093066896	3.0761370967821544E-5	6.905307883870827E-10	0.7358126134253979	
7480000	-8585.93807984317	-8418.09400022676	-167.8440796164112	-8418.09400022676	2483.6998402354625	0.9156464262559597	-154.39926898156125	9.342008128060733E-4	0.9448796476795541	0.05512035232044671	-5.127603118043864	718.6457081364777	-5.812299803359532	924.0801627811587	4.060435265263404E-5	0.6822316661772022	3.984282328287506E-5	1.096372271640531E-9	0.7538904452533548	
7490000	-8579.247203548368	-8409.620573951099	-169.62662959726867	-8409.620573951099	2811.320575015164	0.9156464262559597	-156.19030411302063	6.861421097013879E-4	0.9448796476795541	0.05512035232044671	-4.6109396721451805	748.967793123795	-5.863311992205942	1082.3654385058658	4.584221261439728E-5	0.8236926801051377	3.956513496693698E-5	1.7368581674882409E-9	0.9033144485596499	
7500000	-8584.227978083676	-8415.717254949875	-168.51072313380047	-8415.717254949875	3290.8897800616273	0.946271807232696	-155.307154205419	6.629634206662628E-4	0.9450158720593866	0.054984127940614226	-4.852810081695696	722.5974654984185	-5.53657336180709	1015.789010491051	4.815973853031578E-5	0.767859662598842	3.9698759702750915E-5	2.963807122251322E-9	0.9827149686288063	
7510000	-8581.858774305496	-8410.675549218116	-171.1832250873801	-8410.675549218116	2451.215755652406	0.8161531000809265	-157.4477909098618	9.754398566117969E-4	0.939347881651727	0.06065211834827388	-4.671330758928527	727.4514851299087	-6.132599635050095	1110.3168995084009	4.845927680652448E-5	0.8454337841361385	3.858974538407161E-5	1.3037841784884644E-9	0.9022891614006511	
7520000	-8582.28641624476	-8414.074492085681	-168.21192415907967	-8414.074492085681	2144.052349783638	0.7738541767688495	-154.59623106847948	6.404829353383125E-4	0.9395224896635608	0.06047751033644006	-5.163401408017638	718.2645581726869	-5.547061743289029	978.5743032336101	5.479415465094218E-5	0.850502713042965	5.0794581025050645E-5	2.7352954362528055E-9	0.8959065532718508	
7530000	-8585.211070690633	-8413.79098433843	-171.42008635220387	-8413.79098433843	2436.523086216398	0.8569199393031938	-157.04652686626426	4.6754182787881674E-4	0.9440871557990472	0.055912844200953604	-5.101002233533561	718.9435617378565	-6.072683499042684	1104.744907260441	4.5865035942095324E-5	0.9178963683330605	4.2087236759872956E-5	1.6147997713236412E-9	0.8329861677733863	
7540000	-8578.889834584448	-8414.695595713936	-164.19423887051204	-8414.695595713936	1579.75679050934	0.9000409920509437	-150.70623269405795	9.433420703987561E-4	0.948252766449984	0.051747233550016807	-4.560359633597568	741.2564431617579	-5.613703666972324	1042.3308274853114	5.155849507195735E-5	0.9406803571017813	5.315519036601668E-5	5.100812273207516E-9	1.0985996426479705	
7550000	-8580.218535107319	-8411.205850965114	-169.01268414220363	-8411.205850965114	2345.4581473128674	0.8438396766943721	-155.34664242718358	7.115518255783147E-4	0.9470166851438963	0.052983314856104545	-4.94941371942792	774.0908663706522	-5.848294093022747	1080.521472146252	4.302739859059456E-5	0.8167949940664995	4.077832349922512E-5	1.6646041788361906E-9	0.9014937137879258	
7560000	-8579.491365259906	-8412.653200835006	-166.83816442489996	-8412.653200835006	2506.5393254140376	0.9115428249403963	-153.6810755879157	6.789698704016531E-4	0.9463828241319884	0.05361717586801243	-4.555744089547357	738.9238264557425	-5.6289149374074885	954.2165492312507	5.6797277785811354E-5	0.8282456005226654	4.920270705215977E-5	3.509528607086095E-9	0.9939152578469755	
7570000	-8580.475035663265	-8408.671435084318	-171.80360057894762	-8408.671435084318	3475.5586473628796	0.8348454908176074	-157.4903372142289	6.557697231224822E-4	0.9456697444161948	0.054330255583806025	-6.612989907823745	710.8006479936492	-5.535561091230446	1015.134313355869	4.387515093729368E-5	0.6044521907036	3.588482046210309E-5	8.244396690119964E-10	0.6542814174574031	
7580000	-8586.13821203907	-8416.144710757824	-169.99350128124658	-8416.144710757824	3145.513734116724	0.8348454908176074	-157.52139079478587	5.307596680308092E-4	0.9487273198374889	0.051272680162511915	-4.614979078756378	749.3989653008587	-5.524397559135196	997.5965027878834	4.144040286169212E-5	0.6546046417707789	3.3868427682723426E-5	7.874425240662685E-10	0.7120193801842899	
7590000	-8579.79645308801	-8409.044936796152	-170.7515162918588	-8409.044936796152	3215.732373660155	0.8426032019294407	-157.030045722131	7.733138919580923E-4	0.9420607992102213	0.057939200789779495	-5.12355829844834	718.6901625799711	-6.159826505805532	1112.7579519690535	4.217355043333409E-5	0.6841212545024223	4.154459174291561E-5	1.1629672306184063E-9	0.8046699009600286	
7600000	-8578.588597018017	-8409.456548869472	-169.13204814854512	-8409.456548869472	2287.9809801948727	0.7865362466826407	-155.7183458228885	6.878163172916828E-4	0.944691227106427	0.05530877289357383	-4.896041955652445	770.6817085544363	-6.194586893021803	1115.7996695875286	3.9480270805401095E-5	0.6662612358950639	3.8506609977432964E-5	1.1835580484936441E-9	0.8147792253755252	
7610000	-8587.771310264308	-8411.949136981786	-175.8221732825223	-8411.949136981786	2792.4790560934707	0.7436384490851826	-160.08462263233332	8.761642035759406E-4	0.944691227106427	0.05530877289357383	-5.678970920195349	818.3127404985453	-7.60224082704174	1203.869179026599	3.6415384125505936E-5	0.7199189848851562	3.287416962493728E-5	1.0787935839666888E-9	0.8912912799058215	
7620000	-8586.515123201758	-8419.433400366182	-167.08172283557596	-8419.433400366182	2782.7201330944804	0.8619538565942235	-154.4396395543593	6.202718776865119E-4	0.9417895027829514	0.058210497217049385	-4.8552144680043225	768.0128531766975	-5.524280141225494	998.1483951138023	6.411410053636526E-5	0.6254688836102658	5.121131968133826E-5	2.6531788906805516E-9	0.8762005882563016	
7630000	-8585.330159441579	-8416.957867983316	-168.3722914582629	-8416.957867983316	2296.551141903239	0.9863186044376269	-154.90034851777935	7.017864229004642E-4	0.9431230666573512	0.05687693334264941	-4.708983636094002	726.1253450827343	-6.015055543709041	1099.0905469271693	5.236548691740256E-5	0.7349538784844091	4.1488075176495996E-5	1.205441355065195E-9	0.8022835457855199	
7640000	-8584.524506008825	-8413.348280658414	-171.17622535041076	-8413.348280658414	2683.919665285568	0.7401694779454899	-157.89720510917726	4.5698096687727573E-4	0.9431230666573512	0.05687693334264941	-4.7800594979622275	724.1620854824188	-5.759961281273887	1068.6807923776544	6.171820938974355E-5	0.8087370255251642	3.875207822405586E-5	2.528493367655621E-9	1.0630998222643016	
7650000	-8582.093422819738	-8407.596791953225	-174.4966308665141	-8407.596791953225	2894.0618116200544	0.8162447094821643	-160.24580091857064	4.3548487551123657E-4	0.9450500019202244	0.05494999807977617	-5.168608560799728	787.5638966535244	-6.262629821813605	1121.5336251924414	5.024770221229943E-5	0.8101541851481295	3.0593943740673374E-5	1.815170315201994E-9	1.044088494142887	
7660000	-8590.516548845306	-8418.336134601544	-172.18041424376074	-8418.336134601544	3634.3985330147343	0.8509493821540988	-157.85449633165632	8.451259805323809E-4	0.9475195277533909	0.05248047224660962	-5.392880745932725	716.2383413246769	-6.487854023416364	1138.8340955402239	4.7238797283052937E-5	0.6837418697893325	3.079657912580904E-5	7.886756228549369E-10	0.7410619976667138	
7670000	-8577.040868645994	-8407.307891895276	-169.73297675071763	-8407.307891895276	2774.55490621944	0.8509493821540988	-156.74110691823864	7.2441328685778E-4	0.94836906129433	0.051630938705670495	-4.709317822352317	726.1146734818288	-6.023334328286851	1099.922530902103	4.13522157154071E-5	0.6277453352923588	3.55259884695094E-5	8.507168467377364E-10	0.7290139989608386	
7680000	-8592.036198300046	-8418.531215637495	-173.50498266255053	-8418.531215637495	2743.0698694537214	0.8837849759496434	-160.1181609162452	0.0010207539333555056	0.9530178917277573	0.04698210827224307	-4.687207453324387	726.859827938527	-6.024947245842682	1100.0838175380934	3.4993775212691906E-5	0.7439930689214242	3.227177798670076E-5	4.242089076423831E-10	0.6334356755727139	
7690000	-8587.664575377798	-8413.7862995174	-173.87827586039796	-8413.7862995174	4049.7241738709577	0.9073181087061183	-160.01557693692882	5.355969688749234E-4	0.9526963302749378	0.04730366972506258	-4.613964567722098	730.2192899448771	-5.960019009930793	1093.371332938759	4.9778314300076345E-5	0.9302309137648842	2.9598042532082555E-5	1.0132619086692208E-9	0.8784391952537571	
7700000	-8587.997593145767	-8410.234495141964	-177.76309800380244	-8410.234495141964	3608.263031061622	0.9738075936847306	-162.49391528778727	8.82695966438104E-4	0.9503319185256139	0.04966808147438644	-6.375918523737605	711.4885511659944	-5.808503064737847	1075.4180807956664	3.7404451139823086E-5	0.8440438237677328	2.5854749858411597E-5	7.815716681826298E-10	0.8203933418881652	
7710000	-8595.126272515026	-8420.898709903575	-174.22756261145136	-8420.898709903575	3054.800801364757	0.7979172038682674	-160.66117237347078	4.358451718748427E-4	0.9480903063692139	0.051909693630786444	-5.089387135286307	719.0778289965618	-5.529030855941074	1009.921831230484	4.369192248676495E-5	0.8564177342553837	2.978083351566195E-5	9.084263464803859E-10	0.8520092172209864	
7720000	-8597.657762501	-8418.768097799253	-178.88966470174594	-8418.768097799253	5578.882463070642	0.8389399490618967	-162.9493860956593	6.427889223528552E-4	0.9416659018298249	0.058334098170175444	-5.155505185217644	786.7722714056715	-7.955423247225649	1220.5136969910434	3.8838148154431794E-5	0.8060965269167639	2.7818543563457174E-5	9.43519284508435E-10	0.896774300968148	
7730000	-8588.719856683883	-8415.467451213004	-173.25240547087952	-8415.467451213004	4623.25054542926	0.9992982965629245	-160.85443900299447	4.467349906801211E-4	0.9416659018298249	0.058334098170175444	-4.618388815151652	749.7547055929157	-5.606041194602325	1040.4802360194603	4.65354418090017E-5	0.5588193418713039	3.476281767002866E-5	8.32918336993728E-10	0.7191899710797516	
7740000	-8594.052973484568	-8425.908234335575	-168.14473914899364	-8425.908234335575	2604.424731546616	1.0099481929105771	-154.7335946594211	8.445820947355247E-4	0.9416659018298249	0.058334098170175444	-5.057397100240756	719.4618700248948	-5.574391913810347	1031.712204154736	6.234497486866389E-5	0.7373652162186674	5.151864582573754E-5	1.4045237296027433E-9	0.724347155403407	
