#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cpacific" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cpacific" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cpacific">
#                <taxonset id="TaxonSet.cpacific" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cpacific" name="distribution" x="@birthRate.t:cpacific">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:cpacific" name="distribution">
#            <parameter id="clockRate.c:cpacific" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="gamma_shapePrior_CTMC" name="distribution">
#            <parameter id="gamma_shape_s" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="EastPolynesian.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="EastPolynesian" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hawaiian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Maori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Marquesan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mangareva" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rarotongan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tuamotu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="SouthIslandMaori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="TahitianModern" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="RapanuiEasterIsland" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="mean">1000.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="sigma">100.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="NewZealand.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="NewZealand" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="Maori"/>
#                <taxon idref="SouthIslandMaori"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr" offset="704.0">
#                <parameter estimate="false" id="RealParameter.05" name="M">90.0</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" upper="5.0">0.8</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="treeLikelihood.cpacific" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:cpacific">
#            <data ascertained="true" data="@cpacific" excludeto="1" filter="::" id="bin.cpacific" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:cpacific" shape="@gamma_shape_s" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="proportionInvariant.s:cpacific" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:cpacific" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:cpacific" lower="0.0" name="rates">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:cpacific" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:cpacific" lower="0.0" name="frequencies" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:cpacific" id="StrictClock.c:cpacific" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cpacific	TreeHeight.t:cpacific	gamma_shape_s	YuleModel.t:cpacific	birthRate.t:cpacific	freqParameter.s:cpacific1	freqParameter.s:cpacific2	clockRate.c:cpacific	logP(mrca(NewZealand))	mrcatime(NewZealand)	logP(mrca(EastPolynesian))	mrcatime(EastPolynesian)	
14250000	-8692.336582545542	-8521.434163374566	-170.90241917097612	-8521.434163374566	4051.9360324518766	1.0059389436970378	-157.12822842020984	6.140917581405008E-4	0.9372170289371996	0.0627829710628022	4.362929935254948E-5	-4.566667762205187	734.5942043724189	-8.20158404486407	1231.4076630395505	
14260000	-8691.004669820586	-8520.207930296605	-170.79673952398173	-8520.207930296605	3694.5905104585036	1.0360610917079742	-157.93499345926955	4.564407666516939E-4	0.9425902138582367	0.05740978614176504	4.2249052661923726E-5	-4.5567507804146015	737.1654164160797	-7.268934192589593	1186.8060744942106	
14270000	-8696.997379268943	-8523.557169835418	-173.4402094335256	-8523.557169835418	3808.1573383858463	0.9681869556742458	-156.8589481641451	8.187198894353231E-4	0.9417262459165573	0.058273754083444464	3.8067500810082755E-5	-5.238283470944316	717.5315164836032	-10.374790842761982	1311.4701309457848	
14280000	-8703.137280983014	-8533.686761689609	-169.45051929340406	-8533.686761689609	4307.2796275901255	0.8287848650576969	-156.64559908075105	7.973215235759026E-4	0.9462570835700798	0.05374291642992201	3.5402008764416606E-5	-4.672990897493721	754.7766339420143	-7.303144450101589	1188.6285095582757	
14290000	-8689.924319404096	-8521.716393944112	-168.20792545998222	-8521.716393944112	3764.7808540700066	0.8077720261489235	-156.0547677115792	6.906327393006106E-4	0.9455356942579598	0.054464305742042037	3.948719251622651E-5	-4.593675269439947	731.6343637298796	-6.751710452814168	1156.6908889260255	
14300000	-8692.766116702413	-8522.464396971347	-170.30171973106516	-8522.464396971347	4022.551723770157	0.8626937943396892	-157.14773277145167	7.003692041679829E-4	0.9484358662414148	0.05156413375858698	3.4067435968179564E-5	-4.85344802778143	767.8959280878734	-7.43784513749236	1195.6392812448255	
14310000	-8696.478305267585	-8524.706452748847	-171.77185251873766	-8524.706452748847	4378.066374074415	0.9562760691933744	-158.25117750598795	5.276259260081363E-4	0.9462936151304983	0.05370638486950358	3.951995697548972E-5	-4.652927298072054	728.2122979629744	-7.911471645484291	1218.511460856932	
14320000	-8691.288034810566	-8522.217136315818	-169.070898494749	-8522.217136315818	3635.727803834258	0.9622724101875266	-155.72801352543712	6.273377129106594E-4	0.9535391548118999	0.046460845188101924	3.435718070314325E-5	-4.623684532939466	750.2938131878892	-7.756928026184877	1211.3205767071495	
14330000	-8692.365225756996	-8520.717990557763	-171.64723519923206	-8520.717990557763	3767.5253641851177	0.7845173753986894	-156.72563256113636	6.73572881290974E-4	0.9513267030922165	0.048673296907785414	3.1910886313193666E-5	-4.5564976176472225	739.6453210151295	-9.5805876450498	1284.8325446944937	
14340000	-8699.466309937066	-8527.394259191298	-172.07205074576905	-8527.394259191298	3312.963190611813	0.8261107099322034	-156.26575040830258	0.0011981995067726502	0.9473843560965098	0.05261564390349207	3.822285744988252E-5	-8.974737077100258	707.1946326985399	-6.005452550433986	1098.116648051309	
14350000	-8692.796661096989	-8520.286541939424	-172.51011915756575	-8520.286541939424	4033.3530411094057	0.8880369142389518	-157.04931739484036	9.023855359872098E-4	0.9483074254304945	0.05169257456950751	3.30220399965059E-5	-4.762838527705825	761.6761088134674	-9.809926320780608	1292.7735507721914	
14360000	-8694.98935451085	-8524.367347469637	-170.62200704121364	-8524.367347469637	3365.021215046456	0.9860611744712922	-156.80677758751085	0.0011696616610756365	0.9504290661937235	0.04957093380627849	3.363667363329867E-5	-4.639993063262067	751.8690578238287	-8.189175215969412	1230.8708078894622	
14370000	-8693.858221409562	-8526.067476076669	-167.79074533289284	-8526.067476076669	3298.7349750946278	1.0065890212904323	-155.79594518262004	5.167115738833134E-4	0.9374484897781745	0.06255151022182752	4.4874603207959186E-5	-4.594485002737015	731.5699062336885	-6.393726126245366	1131.88005209679	
14380000	-8695.870937920437	-8522.0724616057	-173.7984763147383	-8522.0724616057	4049.838855502068	0.788597249373135	-159.07431291600983	9.867518214518518E-4	0.9352221757947499	0.06477782420525213	3.709243633533085E-5	-4.562382085760936	741.8242324511327	-9.373184063594405	1277.4554142344907	
14390000	-8694.676882024705	-8522.49643040915	-172.18045161555602	-8522.49643040915	4044.1139270676535	0.8999850826113692	-158.3047703926598	5.025205162183179E-4	0.9323107147162051	0.06768928528379684	4.2562404790916996E-5	-4.723779746582512	758.8046649115473	-8.251916393702325	1233.572587197623	
14400000	-8700.237981000086	-8527.212681465562	-173.0252995345244	-8527.212681465562	4629.067983274562	0.8371238699772617	-158.85769173412913	6.760222708549031E-4	0.9323107147162051	0.06768928528379684	3.885664010497615E-5	-4.728547792675528	725.5271061141473	-8.601936137742477	1248.1059216765982	
14410000	-8693.424147160524	-8522.162856896553	-171.26129026397044	-8522.162856896553	4012.2035557410763	0.8051642690026986	-157.19998570535125	5.879083048872232E-4	0.939162166634593	0.06083783336540901	4.024156612945383E-5	-4.639523101428285	751.8252089964162	-8.616617188188199	1248.6969428439133	
14420000	-8691.105928921606	-8526.269863973946	-164.83606494766062	-8526.269863973946	3082.1009300629125	0.8304028156178468	-153.32620569233725	8.372123521715537E-4	0.9471727539531352	0.05282724604686689	4.171355413921242E-5	-4.917773152015108	772.079326533188	-5.7616832876904	1068.9310624461332	
14430000	-8691.291230321482	-8521.533855696931	-169.75737462455152	-8521.533855696931	3647.1953651423196	0.8211326625778983	-156.5636653951434	8.23717467838729E-4	0.9405218493336851	0.059478150666316926	4.049508512156407E-5	-4.689640034427059	726.7736750359649	-7.682936532403144	1207.7896923916285	
14440000	-8699.39354427675	-8531.028693258102	-168.36485101864892	-8531.028693258102	3651.411594104112	0.8211326625778983	-155.5263336477449	6.474778008333125E-4	0.9451444544056247	0.054855545594377345	4.1279817641152554E-5	-5.202492927305551	789.6067436031841	-6.8148917810205685	1160.6725279459936	
14450000	-8695.781225422488	-8521.622121699762	-174.1591037227271	-8521.622121699762	3646.4889961101135	1.01063144094348	-158.2496318401058	0.0010922106160974028	0.9449073077793629	0.05509269222063912	3.5491604010212834E-5	-5.279300058498453	794.2217132493157	-9.619540383179395	1286.1968435879974	
14460000	-8697.38743071128	-8522.317076407342	-175.0703543039377	-8522.317076407342	3748.0346572891976	0.8326778170010164	-158.78558263631467	9.738851852076695E-4	0.9449073077793629	0.05509269222063912	3.484881439268529E-5	-4.949610126757836	720.9395279688765	-10.502483723864177	1315.5431826128213	
14470000	-8689.840873009189	-8525.752618368642	-164.0882546405468	-8525.752618368642	3053.9321743454034	0.8998959083126625	-152.80736957368936	8.840262467674381E-4	0.9511268402849816	0.04887315971502047	3.8994958331273725E-5	-4.555645038427791	738.7090183600271	-5.825344120116988	1077.6189926402326	
14480000	-8694.219909470823	-8522.545195502436	-171.67471396838675	-8522.545195502436	3407.144477477561	0.9655723710797913	-156.62631907014827	6.093602357404946E-4	0.9511268402849816	0.04887315971502047	3.1416086142034205E-5	-4.775921421675717	762.6068472896301	-9.306901105482986	1275.0560810558538	
14490000	-8689.027114166434	-8521.271350256748	-167.755763909686	-8521.271350256748	3334.579661963694	0.8490604333766979	-154.75033835132305	7.670989532414354E-4	0.9492985169769678	0.05070148302303437	3.4703549802045663E-5	-5.225931169767694	717.6469641599899	-6.930433955218535	1167.7095844622943	
14500000	-8692.719887123641	-8525.886753481785	-166.83313364185582	-8525.886753481785	3442.429636709316	0.8490604333766979	-154.5493500750426	7.629489646282293E-4	0.9508153658847072	0.049184634115294903	3.509995268002219E-5	-5.31023599125529	796.0770834283244	-6.124487142181222	1109.5790511903126	
14510000	-8690.776681671103	-8522.37950272973	-168.39717894137436	-8522.37950272973	3636.358246640266	0.8282940680975601	-155.41260189216	9.275738349051034E-4	0.9472353284146017	0.05276467158540038	3.929169217696872E-5	-4.614507899351528	730.1860300661	-7.541775081765264	1200.8813760691867	
14520000	-8697.000232444123	-8528.659483743093	-168.34074870102967	-8528.659483743093	3626.3890164597574	1.033896892008716	-155.99743338399335	0.0011763506484290037	0.9472353284146017	0.05276467158540038	4.328097477936336E-5	-4.733183416214944	725.3926822990203	-6.576235008812642	1145.0604211782027	
14530000	-8690.810662541215	-8525.75670197173	-165.05396056948496	-8525.75670197173	3450.6279576073384	0.8140463321514458	-153.76666401726845	7.843821032326188E-4	0.9435938002790158	0.05640619972098619	4.595751068991386E-5	-4.770728341972473	724.3903899709268	-5.702521878092593	1059.734941014423	
14540000	-8690.030990284487	-8523.735109143729	-166.29588114075946	-8523.735109143729	3585.171503720976	0.8920917326380907	-154.77358540058762	7.082980214991121E-4	0.9380716516242784	0.06192834837572362	4.953887590525505E-5	-4.694226365428149	726.6142081594961	-5.935977642105627	1090.760004728169	
14550000	-8697.066525509867	-8527.113769786036	-169.95275572383036	-8527.113769786036	3386.8725885211293	0.8920917326380907	-155.90018206015304	7.883889798270739E-4	0.9417126229721937	0.05828737702780836	4.005708355989075E-5	-5.8589115168245955	713.4707566940486	-7.30157041421465	1188.5450447517455	
14560000	-8695.291656514446	-8522.687348021083	-172.60430849336288	-8522.687348021083	4020.2018403988845	0.9939233099339284	-158.5953991628737	9.419099119936442E-4	0.9414206996282463	0.058579300371755814	3.8282774891130907E-5	-4.671045635164811	754.6131335402754	-8.34394038539045	1237.4797535032276	
14570000	-8692.458239469654	-8518.479067113687	-173.97917235596645	-8518.479067113687	4512.470728767288	0.7783463518577446	-158.78547037851928	7.582595479521232E-4	0.9421531288725872	0.05784687112741503	3.5491603426077257E-5	-4.810967346728173	723.4547108009359	-9.604388278861254	1285.6669235199795	
14580000	-8695.659266383265	-8529.189855349698	-166.46941103356738	-8529.189855349698	2720.5598402682217	0.9245630346749943	-154.34103765923496	0.0011750066356761015	0.9441096024010033	0.05589039759899894	3.81434427470953E-5	-5.144134856442436	786.0844823365065	-6.059675483214986	1103.4955809706116	
14590000	-8694.774029474846	-8527.319742336213	-167.45428713863296	-8527.319742336213	3914.5641407939866	0.8350020797125791	-156.38524996041852	5.729666364506328E-4	0.9397131106146269	0.06028688938537523	4.297471880120503E-5	-4.555607426406633	738.5253580123568	-5.6784276720952445	1055.555189299017	
14600000	-8689.774001393333	-8521.414237405743	-168.35976398759007	-8521.414237405743	4370.797870719209	0.8001493203828655	-156.98068447665972	7.459665012653366E-4	0.9457999845138301	0.05420001548617207	3.547958216652709E-5	-4.563584632666705	735.1477957189386	-6.01534555788078	1099.119810198367	
14610000	-8698.522352548818	-8528.52281967345	-169.99953287536894	-8528.52281967345	3669.1820376551395	0.7887829150190402	-156.49536946647197	6.892468839627703E-4	0.9509211470910938	0.04907885290890836	3.470911572304984E-5	-5.714896905310798	714.1925570912739	-7.000483588567127	1171.8356697181562	
14620000	-8693.095184766544	-8523.783361885216	-169.3118228813274	-8523.783361885216	3595.6117140379965	0.9924489876278104	-155.99956237723106	7.052063591341466E-4	0.9509211470910938	0.04907885290890836	3.552624799517805E-5	-5.301333669464745	716.9721863064487	-7.018477847003759	1172.8796765274042	
14630000	-8701.844844479127	-8534.15810482022	-167.6867396589052	-8534.15810482022	3555.175568917378	0.8825695685042603	-155.35340819431386	6.284710242873887E-4	0.9532808665172516	0.04671913348275042	3.299664172906194E-5	-5.295907679926161	717.018460857551	-6.154854216160912	1112.3161161159117	
14640000	-8691.66438390583	-8527.364687183353	-164.2996967224767	-8527.364687183353	2688.381964312811	0.9722258447501017	-152.6170401298189	8.341414355184909E-4	0.9501338425831511	0.04986615741685084	3.92401586541953E-5	-4.558587747446477	736.3954109427381	-6.15184300046124	1112.0476935298962	
14650000	-8685.622665688144	-8518.432031409804	-167.19063427834044	-8518.432031409804	3465.5280975962837	0.9132706219188687	-154.58984368365427	6.520122035692679E-4	0.9436958911262	0.05630410887380196	4.0449997361907714E-5	-5.018371618634721	719.9613835543176	-6.669148354132603	1151.3300786320974	
14660000	-8692.480087495176	-8524.895515396733	-167.58457209844354	-8524.895515396733	3996.8883192464746	0.8094101390590872	-155.7004349576355	8.0085743530193E-4	0.9445373190049631	0.055462680995039	4.027772318345308E-5	-4.73202208557958	759.4237890697718	-6.342704916169382	1127.9528191933744	
14670000	-8690.557676927907	-8516.126401151527	-174.43127577637975	-8516.126401151527	3755.4936119127083	0.8864674522050395	-157.24525618526906	8.127991086732998E-4	0.9437205971192351	0.05627940288076702	3.555796657560855E-5	-5.536832119002119	715.2358378768508	-10.762720019903536	1323.685381217959	
14680000	-8696.059107916899	-8531.058430672136	-165.0006772447632	-8531.058430672136	3510.2965423353353	0.8714086908112403	-153.95227239240202	8.515063361238659E-4	0.9496705865137615	0.05032941348624059	4.024554298245509E-5	-4.644147267400746	728.6101190663519	-5.532848894149211	1013.2213274344504	
14690000	-8693.107952348248	-8519.534764757303	-173.57318759094406	-8519.534764757303	4485.667723862348	0.9025915546759812	-158.5672415112586	5.338052308295294E-4	0.946194387120928	0.05380561287907413	3.636372180780695E-5	-4.58186540990301	732.6877179758827	-9.521489115106483	1282.7500803152395	
14700000	-8682.69847031311	-8514.82907917154	-167.8693911415694	-8514.82907917154	3639.744903592016	0.8989486364872717	-155.63315109477654	8.084804171882771E-4	0.946194387120928	0.05380561287907413	3.8529620959233824E-5	-4.556164484902871	739.3952910894157	-6.781126925402738	1158.5571320508777	
14710000	-8691.573897917757	-8523.896849033496	-167.6770488842619	-8523.896849033496	3600.5071782924156	0.9811677565875213	-155.50732171025768	7.916293435086491E-4	0.9444923400466853	0.055507659953316836	3.802246298460298E-5	-4.699108498876248	756.8995304201911	-6.489450918540442	1138.9490697592234	
14720000	-8691.001585667727	-8522.50191962383	-168.49966604389792	-8522.50191962383	3251.920477428945	0.9811677565875213	-157.02158405354862	0.0013361853568746767	0.9467606406450423	0.05323935935495986	3.931382889949297E-5	-4.730096572255588	759.2798521042303	-5.766817661506202	1069.6719372937825	
14730000	-8694.011763658213	-8529.961273416882	-164.05049024132956	-8529.961273416882	3414.02863286076	0.8317258772695172	-152.7225645447012	7.685119139415822E-4	0.9467606406450423	0.05323935935495986	4.256070834892019E-5	-4.9014309473318995	721.7162880153295	-5.594768872026922	1037.5925931093236	
14740000	-8690.83532245444	-8518.838065157232	-171.99725729720868	-8518.838065157232	4526.476950442409	0.9648173110927157	-158.154323138086	7.142561389272096E-4	0.9430647193344738	0.056935280665528436	3.7400711940194346E-5	-4.5611709988705895	735.6709674253575	-8.316945849159383	1236.3403109910207	
14750000	-8694.683465153885	-8525.058504625058	-169.6249605288271	-8525.058504625058	3978.312547148891	0.7876384713055915	-156.7221705735219	7.392946627730137E-4	0.9430647193344738	0.056935280665528436	3.902603081676736E-5	-5.034607468361568	779.4018467562684	-7.0805440156380275	1176.433290307995	
14760000	-8687.837845053089	-8519.242744033134	-168.59510101995573	-8519.242744033134	3789.597239483609	0.7809527426011985	-156.174332996021	7.141986734848041E-4	0.9483948858655075	0.05160511413449471	3.298999680763659E-5	-4.556314674193799	737.4369940711654	-7.083500607139748	1176.600786405213	
14770000	-8692.148379067638	-8519.6990132897	-172.44936577793695	-8519.6990132897	4434.714046074719	0.9289872445231563	-158.49453654802488	9.549381683519474E-4	0.9506149613306294	0.049385038669372716	3.146934863001369E-5	-4.613974272456063	749.2927360384693	-8.411867712932848	1240.323073954212	
14780000	-8688.91281151363	-8520.87770660267	-168.03510491095903	-8520.87770660267	3558.5146743121877	0.9143070368519816	-154.90606311049098	7.660520172413541E-4	0.9464026255742909	0.05359737442571124	3.815348814188673E-5	-5.120034500504573	718.7291304553542	-7.094700263111488	1177.233831077406	
14790000	-8691.626986154233	-8523.680986791574	-167.94599936265837	-8523.680986791574	3549.580973693536	0.8666858207624456	-155.187004429538	8.581145835564378E-4	0.9444238706900743	0.05557612930992782	4.1264118622269976E-5	-4.755945097816429	761.1800205482376	-7.136364014541463	1179.569223161916	
14800000	-8692.386025037074	-8522.123638368035	-170.26238666903853	-8522.123638368035	3721.147488784992	0.8674354005224988	-155.7443547095914	7.828892770468727E-4	0.9422266459696365	0.0577733540303656	4.241380985426119E-5	-4.557249075028382	740.0781867152305	-9.093347483896242	1267.17929428395	
14810000	-8695.527528496652	-8522.626052977264	-172.90147551938662	-8522.626052977264	3982.4589105346204	0.7088134914528417	-157.43631684301252	5.633037102251844E-4	0.9496048896556982	0.05039511034430386	3.374521872638285E-5	-4.686793515281995	755.9141933730735	-10.06955166963924	1301.5109600146063	
14820000	-8689.241105606177	-8522.39872651212	-166.84237909405732	-8522.39872651212	3619.9577677034263	0.8915819059946932	-155.37176666708754	8.385334316669182E-4	0.9491022584515163	0.05089774154848577	3.6273450299017105E-5	-4.567071264110549	734.5284768426666	-6.011959256864545	1098.777582241294	
14830000	-8688.554496424169	-8519.437184215289	-169.11731220887984	-8519.437184215289	3318.208666823144	0.8915819059946932	-155.52837577343917	6.589569319824343E-4	0.949875375296504	0.05012462470349803	3.451647113319496E-5	-4.634606739928212	729.0735061793538	-8.062747789517786	1225.3281638111412	
14840000	-8689.52219834265	-8519.707564693315	-169.81463364933558	-8519.707564693315	3807.160269241009	1.0047962917696298	-156.29773859418316	8.232951760876892E-4	0.949875375296504	0.05012462470349803	3.3950924217344364E-5	-4.993009720540132	776.8250474416079	-7.5190890428426655	1199.7488585023655	
14850000	-8688.554974068222	-8522.620879449218	-165.93409461900382	-8522.620879449218	3229.276554411389	0.9398165173951242	-153.447159816387	8.699892714385476E-4	0.9418200057384397	0.05817999426156224	4.646590892140449E-5	-5.797030275788133	713.7692959500769	-5.750088009433572	1067.2278647944152	
14860000	-8689.597673245471	-8521.859723742666	-167.73794950280538	-8521.859723742666	3612.7065167923265	0.9492815674356389	-155.3484945622917	7.734443753253913E-4	0.9395469623536054	0.060453037646396555	4.272822878884353E-5	-4.561193776028042	741.5018946626404	-6.878979597049993	1164.6129325330928	
14870000	-8695.22252941438	-8526.045664816445	-169.17686459793447	-8526.045664816445	3317.1055595727275	0.9045225615538287	-155.1946716499951	8.206219002775193E-4	0.9369310842334249	0.06306891576657706	4.259133893345703E-5	-4.815476997328868	765.3476114132668	-8.262193389056716	1234.012165062586	
14880000	-8698.168624264528	-8529.021610744581	-169.14701351994754	-8529.021610744581	3718.5092893107767	0.7065189322160325	-157.29357845532144	0.0010389131746975564	0.9330443461599884	0.06695565384001341	4.243002398589827E-5	-4.701625651233927	726.3646679151797	-6.445290481176126	1135.7336923525888	
14890000	-8698.238416696884	-8524.633343621877	-173.6050730750072	-8524.633343621877	4083.3547518356863	1.0170789882141078	-157.98708929940764	7.282941165970191E-4	0.9402975179545912	0.05970248204541086	3.768251844548563E-5	-4.688085266658175	756.0187769498256	-9.912819520727277	1296.2671362650442	
14900000	-8686.220532904534	-8517.247931406508	-168.97260149802568	-8517.247931406508	3829.9572595411923	0.8664930324236692	-156.49549893938243	8.275327460501282E-4	0.9445528795263771	0.05544712047362486	3.6836758568165765E-5	-4.555605234482558	738.4306227823679	-7.055004291737012	1174.9797458304388	
14910000	-8686.140794381256	-8520.352736656587	-165.78805772466893	-8520.352736656587	3516.0098590651933	0.8483114470431536	-154.65992747320263	7.859085225985368E-4	0.9426719024303403	0.057328097569661736	4.390251656423587E-5	-4.620505828006218	729.83124802822	-5.659312976416905	1052.0008186905054	
14920000	-8684.828738339564	-8518.500752877539	-166.32798546202525	-8518.500752877539	3487.603592821274	0.8626204040142411	-154.89659414839673	6.361312655232246E-4	0.9391682743700274	0.06083172562997459	4.589278534914489E-5	-4.568516234433451	734.3031894658125	-6.000254675180838	1097.585445225	
14930000	-8698.34379608901	-8523.77611630953	-174.56767977947956	-8523.77611630953	4662.511956481772	1.0635555494154472	-158.33917597753728	7.77532395420957E-4	0.9391682743700274	0.06083172562997459	3.604049387525904E-5	-4.5997251484727295	747.7045735260313	-10.565223104054086	1317.5252552116547	
14940000	-8692.487319836895	-8523.652214429063	-168.83510540783263	-8523.652214429063	4308.650869367106	0.8751506566874443	-156.14104251563174	5.878128869546542E-4	0.9342178375647561	0.06578216243524589	4.942611839501E-5	-5.8624476534170356	713.4541878997109	-5.956464582096401	1092.989877180652	
14950000	-8700.20868174715	-8531.502609156692	-168.70607259045815	-8531.502609156692	3260.1824370258128	1.0049321329818737	-155.27117691261483	8.071665505989812E-4	0.9365794250200324	0.06342057497996957	4.370813037893105E-5	-5.589793140892556	812.8921470698247	-6.840170403968867	1162.2382004816438	
14960000	-8687.569941604492	-8520.68717301395	-166.8827685905419	-8520.68717301395	3065.121934189461	0.9087884638118003	-154.42376569533886	0.0010285033016799185	0.9471760271392238	0.05282397286077835	4.1886880517352775E-5	-4.963758638849683	720.7267889636951	-6.586455792541543	1145.7633063118958	
14970000	-8697.033448335165	-8527.732622805157	-169.3008255300077	-8527.732622805157	3181.884208605154	0.9507030038334342	-156.65431856400136	5.014225668934016E-4	0.9426363871031423	0.05736361289685985	3.991257047212935E-5	-4.562151124302725	741.7637328367557	-7.133652837870183	1179.418177377735	
14980000	-8688.267303809678	-8520.251929542235	-168.0153742674422	-8520.251929542235	3564.8672361202443	0.9618103401485427	-155.24336095578494	9.685972948537846E-4	0.9398693249583872	0.060130675041615025	4.263852121904687E-5	-4.563465939528031	735.1713036730313	-7.246737031980688	1185.6140249435869	
14990000	-8697.391338207157	-8526.25211156752	-171.13922663963572	-8526.25211156752	3780.7407023655924	0.7819581940991829	-157.0722086180422	9.487291107557047E-4	0.9444021693592112	0.05559783064079101	3.3961099829818385E-5	-5.027284081829441	719.8440869773191	-8.257775745664915	1233.8233104920103	
15000000	-8696.081905897303	-8529.251201353827	-166.83070454347646	-8529.251201353827	3646.0622067946883	1.0032469361997007	-155.36792423452167	7.020721692926654E-4	0.9352442157739245	0.0647557842260777	4.5215961149148294E-5	-4.569381391148604	743.3542349911302	-5.89015198160648	1085.5620549558876	
15010000	-8685.71797160579	-8516.055407737425	-169.6625638683657	-8516.055407737425	3770.6264665914546	0.8939849683026712	-155.98194868982083	6.751635315007836E-4	0.9479467359459449	0.052053264054057344	3.657381699470818E-5	-4.740581607724947	725.1834237401183	-8.04604860251725	1224.5858358545563	
15020000	-8691.601689532697	-8522.830323285676	-168.77136624702086	-8522.830323285676	3483.7304231569124	0.856764103157859	-155.90534918466864	8.47377508632428E-4	0.9496582164005022	0.0503417835995001	3.399027014532515E-5	-4.650683955219938	752.8457367441135	-7.358569003974419	1191.5442656297314	
15030000	-8688.715609891475	-8518.830222580422	-169.88538731105362	-8518.830222580422	3906.882771261525	0.9018761916515227	-156.56981855116072	6.965153441789769E-4	0.9433168379308784	0.05668316206912388	3.8792051578872674E-5	-4.559760433924386	741.0676229285117	-7.8539321343169854	1215.8621511578267	
15040000	-8689.247453588048	-8522.361622206743	-166.88583138130485	-8522.361622206743	3703.5561653827817	0.9536629488883747	-155.0618227267736	7.823125174479451E-4	0.9425697134121832	0.057430286587819034	4.235461644632341E-5	-4.5600943525625075	735.9445603290235	-6.310251353080364	1125.3907998130326	
15050000	-8692.639425288064	-8522.188807740447	-170.4506175476155	-8522.188807740447	4273.8076595799475	0.7469543818740414	-157.80390412190803	5.403216610455963E-4	0.9445579843549131	0.05544201564508914	3.542559288129413E-5	-4.5824950879185335	745.4851402049924	-7.3172639559148855	1189.3755653046148	
15060000	-8694.119199235114	-8525.67629419703	-168.44290503808347	-8525.67629419703	3859.7477504824546	1.0221973830785773	-156.00060622724928	8.110870649672646E-4	0.9437412820245111	0.05625871797549111	4.079883920365515E-5	-4.555627891480188	738.6488204360973	-6.864473536275415	1163.7293386710305	
